Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
1258-YMZNM,Female,70,No,0,Montara,94037,37.540582,-122.509594,0,27,Offer C,Yes,35.76,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0,0,965.52,3823.12,Stayed,NULL,NULL
1260-TTRXI,Male,64,No,0,Planada,95365,37.329725,-120.306399,0,4,Offer E,Yes,40.15,No,Yes,DSL,19,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,54.3,195.3,0,80,160.6,435.9,Churned,Price,Long distance charges
1262-OPMFY,Female,46,Yes,0,San Diego,92130,32.957195,-117.202542,1,9,Offer E,Yes,31.75,No,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,655.9,0,0,285.75,941.65,Churned,Competitor,Competitor made better offer
1264-BYWMS,Male,40,No,0,La Grange,95329,37.666587,-120.411517,0,55,Offer B,Yes,47.38,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,5283.95,0,0,2605.9,7889.85,Churned,Competitor,Competitor offered more data
1265-BCFEO,Female,30,Yes,0,Alamo,94507,37.855717,-121.994813,1,71,Offer A,Yes,26.58,Yes,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25,0,0,1887.18,7549.43,Stayed,NULL,NULL
1265-HVPZB,Male,49,Yes,0,Winnetka,91306,34.209532,-118.577563,3,59,None,Yes,16.06,No,Yes,DSL,4,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0,0,947.54,4905.74,Stayed,NULL,NULL
1265-XTECC,Female,68,Yes,0,Madera,93638,37.004068,-119.930027,5,68,None,Yes,1.98,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55,6581.9,0,0,134.64,6716.54,Churned,Attitude,Attitude of service provider
1265-ZFOSD,Female,33,Yes,0,Stonyford,95979,39.288127,-122.415841,6,64,None,Yes,16.61,Yes,Yes,Cable,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,81.3,5129.3,22.34,0,1063.04,6170,Stayed,NULL,NULL
1266-NZYUI,Female,56,Yes,0,Lee Vining,93541,37.890145,-119.184087,6,72,Offer A,Yes,14.65,Yes,Yes,DSL,20,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,66.85,4758.8,0,0,1054.8,5813.6,Stayed,NULL,NULL
1268-ASBGA,Female,66,Yes,0,Huntington Park,90255,33.97803,-118.217141,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0,0,158.88,1534.03,Churned,Dissatisfaction,Limited range of services
1271-UODNO,Male,60,No,0,San Jose,95118,37.255479,-121.889838,0,39,None,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,Stayed,NULL,NULL
1273-MTETI,Female,69,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,0,4,None,Yes,12.86,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0,0,51.44,423.89,Churned,Other,Don't know
1285-OKIPP,Male,62,No,3,Mission Hills,91345,34.266389,-118.459744,0,1,None,Yes,23.2,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,79.9,0,0,23.2,103.1,Churned,Attitude,Attitude of support person
1291-CUOCY,Male,55,Yes,0,Yorkville,95494,38.888351,-123.239647,7,72,None,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0,0,311.04,8273.24,Stayed,NULL,NULL
1297-VQDRP,Male,80,Yes,1,Foothill Ranch,92610,33.698728,-117.67768,0,68,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0,50,2183.48,9613.28,Stayed,NULL,NULL
1298-PHBTI,Male,40,Yes,3,Los Angeles,90049,34.091829,-118.491244,9,71,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0,0,2390.57,8542.97,Stayed,NULL,NULL
1302-UHBDD,Male,70,No,0,Ladera Ranch,92694,33.569186,-117.640055,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0,0,969.2,2617.65,Stayed,NULL,NULL
1303-SRDOK,Female,52,Yes,2,Rio Dell,95562,40.485849,-124.163234,3,55,Offer B,Yes,27.87,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.05,3842.6,0,0,1532.85,5375.45,Stayed,NULL,NULL
1304-BCCFO,Male,24,Yes,0,Redlands,92374,34.064073,-117.166158,2,9,None,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,564.4,0,0,134.19,698.59,Stayed,NULL,NULL
1304-NECVQ,Female,69,No,0,Somis,93066,34.297628,-119.014627,0,2,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0,0,87.92,237.47,Churned,Competitor,Competitor made better offer
1304-SEGFY,Female,57,Yes,0,National City,91950,32.67102,-117.095235,7,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.85,6841.3,0,0,184.32,7025.62,Stayed,NULL,NULL
1307-ATKGB,Male,21,No,0,Santa Clara,95054,37.393554,-121.965114,0,24,None,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0,0,669.84,2856.99,Stayed,NULL,NULL
1307-TVUFB,Male,66,No,0,Santa Ynez,93460,34.630356,-120.032564,0,42,None,Yes,13.51,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0,3344.1,0,0,567.42,3911.52,Stayed,NULL,NULL
1309-BXVOQ,Male,27,Yes,0,Old Station,96071,40.656287,-121.428965,1,21,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0,0,458.43,2708.38,Churned,Price,Long distance charges
1309-XGFSN,Male,72,Yes,1,Pinon Hills,92372,34.459322,-117.629729,1,52,None,Yes,7.04,Yes,Yes,DSL,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0,0,366.08,4445.63,Stayed,NULL,NULL
1310-QRITU,Female,40,No,0,Hinkley,92347,34.983808,-117.239306,0,18,None,Yes,38.32,Yes,Yes,DSL,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0,0,689.76,1603.06,Stayed,NULL,NULL
1319-YLZJG,Male,62,Yes,0,Dutch Flat,95714,39.197215,-120.83679,9,12,Offer D,Yes,39,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0,0,468,1427.9,Stayed,NULL,NULL
1320-GVNHT,Male,56,Yes,2,Glendale,91207,34.182378,-118.262922,4,72,None,Yes,27.88,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0,30,2007.36,9804.61,Stayed,NULL,NULL
1320-HTRDR,Female,30,No,0,Fellows,93224,35.215731,-119.57013,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0,0,142.53,363.13,Churned,Attitude,Attitude of service provider
1320-REHCS,Male,75,No,0,Inglewood,90301,33.956445,-118.358634,0,52,None,Yes,23.04,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,6.26,0,1198.08,7023.82,Stayed,NULL,NULL
1323-OOEPC,Female,45,Yes,0,Prather,93651,37.007238,-119.505661,1,53,None,Yes,41.74,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0,0,2212.22,7361.72,Churned,Price,Extra data charges
1324-NLTJE,Female,73,No,0,Emeryville,94608,37.83726,-122.287648,0,15,Offer D,Yes,17.19,Yes,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55,757.1,0,0,257.85,1014.95,Churned,Other,Don't know
1325-USMEC,Male,58,Yes,0,Pearblossom,93553,34.445239,-117.894868,10,70,Offer A,Yes,48,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,0,0,3360,10304.5,Stayed,NULL,NULL
1334-PDUKM,Female,48,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,5,68,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0,150,663.68,6576.63,Stayed,NULL,NULL
1335-HQMKX,Female,49,Yes,0,Los Angeles,90044,33.952714,-118.292061,6,72,Offer A,Yes,46.1,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.35,7323.15,0,0,3319.2,10642.35,Stayed,NULL,NULL
1335-MXCSE,Male,24,Yes,1,Shoshone,92384,35.924252,-116.188668,5,55,None,Yes,46.61,No,Yes,DSL,30,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0,0,2563.55,5683.45,Stayed,NULL,NULL
1338-CECEE,Male,28,Yes,0,Mount Hermon,95041,37.051166,-122.056194,4,41,None,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,Stayed,NULL,NULL
1342-JPNKI,Male,33,No,0,Lake Forest,92630,33.644849,-117.684254,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0,0,59.2,893.3,Churned,Other,Don't know
1343-EHPYB,Male,61,Yes,0,San Diego,92122,32.85723,-117.209774,2,63,None,Yes,48.95,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,Competitor made better offer
1346-PJWTK,Male,63,Yes,0,Corona,92880,33.918043,-117.617809,1,61,None,Yes,17.73,No,Yes,Fiber Optic,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0,0,1081.53,6813.38,Stayed,NULL,NULL
1346-UFHAX,Female,59,No,0,Woodbridge,95258,38.169605,-121.310964,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80,1029.35,0,0,437.97,1467.32,Stayed,NULL,NULL
1347-KTTTA,Male,22,Yes,0,Canyon Country,91351,34.422519,-118.420717,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0,0,2591.36,9245.46,Stayed,NULL,NULL
1352-HNSAW,Female,26,Yes,3,Aliso Viejo,92656,33.571259,-117.731917,9,72,None,Yes,34.69,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0,140,2497.68,10858.08,Stayed,NULL,NULL
1352-VHKAJ,Male,30,Yes,2,Berkeley,94709,37.878554,-122.26609,1,27,None,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0,140,365.85,2462.95,Stayed,NULL,NULL
1353-GHZOS,Male,22,Yes,0,San Diego,92115,32.762506,-117.07245,10,22,Offer D,Yes,6.03,No,Yes,DSL,51,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,0,0,132.66,1507.01,Stayed,NULL,NULL
1353-LJWEM,Male,23,No,0,Cottonwood,96022,40.336392,-122.448533,0,11,Offer D,Yes,28.76,No,Yes,DSL,27,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0,688.5,49.24,0,316.36,955.62,Stayed,NULL,NULL
1355-KUSBG,Female,56,Yes,2,Fall River Mills,96028,41.017282,-121.468945,1,7,Offer E,Yes,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0,0,63.7,413.5,Stayed,NULL,NULL
1356-MKYSK,Male,44,No,0,Castro Valley,94546,37.708327,-122.083473,0,6,Offer E,Yes,46.59,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0,10,279.54,772.84,Stayed,NULL,NULL
1357-BIJKI,Male,46,Yes,0,Mission Viejo,92691,33.611945,-117.665867,10,50,Offer B,Yes,38.29,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4858.7,3.55,0,1914.5,6769.65,Stayed,NULL,NULL
1357-MVDOZ,Male,25,Yes,1,Firebaugh,93622,36.785618,-120.625382,7,11,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0,0,232.54,915.79,Stayed,NULL,NULL
1360-JYXKQ,Female,68,Yes,0,South Gate,90280,33.944624,-118.192615,1,54,None,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0,0,1190.7,6627.8,Stayed,NULL,NULL
1360-XFJMR,Female,50,Yes,0,Washington,95986,39.34128,-120.786867,6,67,None,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0,0,1187.24,8531.69,Stayed,NULL,NULL
1363-TXLSL,Male,80,Yes,0,San Lucas,93954,36.125529,-120.864443,0,1,Offer E,Yes,39.1,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,39.1,109.4,Churned,Competitor,Competitor had better devices
1370-GGAWX,Female,55,No,0,Beverly Hills,90211,34.063947,-118.383001,0,46,None,Yes,33.18,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.15,4408.45,0,0,1526.28,5934.73,Stayed,NULL,NULL
1371-WEPDS,Male,71,Yes,0,Chowchilla,93610,37.100948,-120.270136,8,40,None,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0,50,1142.4,3475.7,Stayed,NULL,NULL
1373-ORVIZ,Female,62,Yes,0,Modesto,95351,37.621458,-121.012295,1,11,Offer D,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39,Churned,Competitor,Competitor had better devices
1374-DMZUI,Female,65,No,0,San Ramon,94583,37.766556,-121.976784,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0,0,198,622.45,Churned,Competitor,Competitor made better offer
1376-HHBDV,Female,37,No,0,Santa Monica,90401,34.015481,-118.493231,0,30,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0,0,322.2,1858.95,Stayed,NULL,NULL
1379-FRVEB,Male,31,No,1,San Bernardino,92401,34.105935,-117.2914,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91,1430.05,0,0,453.3,1883.35,Stayed,NULL,NULL
1384-RCUXW,Male,58,No,0,French Gulch,96033,40.740138,-122.587476,0,16,None,Yes,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0,0,546.88,1795.78,Stayed,NULL,NULL
1389-CXMLU,Male,65,No,0,Downey,90242,33.921793,-118.140588,0,3,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0,0,78.96,368.06,Churned,Competitor,Competitor made better offer
1389-WNUIB,Female,21,Yes,3,San Diego,92154,32.578103,-117.012975,7,20,None,Yes,15.29,Yes,Yes,Cable,59,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,76,1588.75,7.3,70,305.8,1957.25,Stayed,NULL,NULL
1391-UBDAR,Male,27,No,0,Riverside,92504,33.9108,-117.398153,0,11,Offer D,Yes,18.33,No,Yes,Fiber Optic,76,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0,0,201.63,1020.08,Stayed,NULL,NULL
1393-IMKZG,Female,50,No,0,Fullerton,92831,33.879983,-117.895482,0,1,None,Yes,2.7,No,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0,0,2.7,98.55,Joined,NULL,NULL
1394-SUIUH,Female,70,Yes,0,Mount Shasta,96067,41.33832,-122.290756,4,44,None,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0,0,1955.36,5625.86,Stayed,NULL,NULL
1396-QWFBJ,Female,32,Yes,0,Rancho Santa Margarita,92688,33.624654,-117.611733,1,21,None,Yes,5.07,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website
1399-UBQIU,Male,35,No,0,Orange,92867,33.81859,-117.821288,0,11,None,Yes,16.14,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,712.25,0,0,177.54,889.79,Stayed,NULL,NULL
1400-MMYXY,Male,71,Yes,0,Alhambra,91801,34.090925,-118.128164,1,3,None,Yes,41.3,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0,0,123.9,458.55,Churned,Attitude,Attitude of service provider
1400-WIVLL,Male,31,Yes,0,Oakdale,95361,37.785033,-120.776141,2,57,None,Yes,16.78,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,107.95,5969.85,0,0,956.46,6926.31,Stayed,NULL,NULL
1402-PTHGN,Female,22,Yes,2,Elk Grove,95624,38.434138,-121.30587,7,18,Offer D,Yes,40.36,No,Yes,DSL,51,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,61.5,1087.45,0,0,726.48,1813.93,Stayed,NULL,NULL
1406-PUQVY,Male,29,No,1,Madison,95653,38.674276,-121.961866,0,1,Offer E,Yes,6.35,No,Yes,DSL,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0,0,6.35,56.25,Joined,NULL,NULL
1409-PHXTF,Male,77,Yes,0,Lemon Grove,91945,32.733564,-117.033713,5,54,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,6077.75,0,0,1758.24,7835.99,Stayed,NULL,NULL
1410-RSCMR,Male,47,Yes,2,Edwards,93523,34.966777,-117.961179,3,7,None,Yes,49.98,No,Yes,Cable,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,0,0,349.86,865.61,Stayed,NULL,NULL
1414-YADCW,Male,45,Yes,0,Deer Park,94576,38.554383,-122.474773,3,70,Offer A,Yes,1.07,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,84.6,5706.2,0,0,74.9,5781.1,Stayed,NULL,NULL
1415-YFWLT,Female,68,No,0,Shaver Lake,93664,37.223,-119.001021,0,1,Offer E,Yes,30.23,No,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3,89.3,0,0,30.23,119.53,Churned,Competitor,Competitor had better devices
1421-HCERK,Male,75,Yes,0,Lakeshore,93634,37.290606,-119.216328,6,30,None,Yes,33.48,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0,0,1004.4,4186.2,Stayed,NULL,NULL
1422-DGUBX,Male,64,Yes,0,Sacramento,95832,38.445939,-121.496855,4,32,None,Yes,43.11,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.25,2619.15,16.96,0,1379.52,3981.71,Stayed,NULL,NULL
1427-VERSM,Female,62,Yes,0,Shasta,96087,40.617614,-122.512861,3,56,Offer B,Yes,7,No,Yes,Fiber Optic,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5669.5,0,0,392,6061.5,Stayed,NULL,NULL
1428-GTBJJ,Male,20,No,0,Jenner,95450,38.505995,-123.187019,0,11,None,Yes,5.4,No,Yes,Fiber Optic,41,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,824.75,0,0,59.4,884.15,Churned,Price,Long distance charges
1428-IEDPR,Male,54,No,0,Sacramento,95816,38.574856,-121.46504,0,52,None,Yes,20.8,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6,6869.15,Stayed,NULL,NULL
1431-AIDJQ,Male,44,Yes,1,Walnut Creek,94598,37.916648,-122.008483,1,33,Offer C,Yes,1.62,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1,2603.1,0,0,53.46,2656.56,Stayed,NULL,NULL
1436-ZMJAN,Female,62,Yes,0,Gerber,96035,40.03194,-122.176023,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0,0,370.8,1023.95,Stayed,NULL,NULL
1442-OKRJE,Male,40,Yes,2,Los Angeles,90021,34.029043,-118.239504,7,66,None,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0,0,2603.7,9635,Stayed,NULL,NULL
1444-VVSGW,Male,51,Yes,0,Los Molinos,96055,40.059385,-122.091481,1,70,Offer A,Yes,17.17,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65,7968.85,0,10,1201.9,9180.75,Churned,Dissatisfaction,Product dissatisfaction
1447-GIQMR,Male,54,Yes,0,Los Angeles,90062,34.003553,-118.308933,1,1,None,Yes,2.2,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.15,69.15,0,0,2.2,71.35,Churned,Competitor,Competitor offered more data
1447-PJGGA,Female,39,No,0,San Diego,92117,32.825086,-117.199424,0,57,None,Yes,17.55,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0,0,1000.35,6465,Churned,Competitor,Competitor made better offer
1448-CYWKC,Female,61,Yes,3,Coronado,92118,32.68674,-117.186612,2,58,None,Yes,43.01,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,8685.15,Stayed,NULL,NULL
1448-PWKYE,Male,48,Yes,0,Shafter,93263,35.490705,-119.286833,1,1,Offer E,Yes,35.71,No,Yes,Cable,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80,80,0,0,35.71,115.71,Churned,Competitor,Competitor had better devices
1450-GALXR,Female,33,No,0,Friant,93626,37.027663,-119.69056,0,10,None,Yes,14.53,Yes,Yes,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,1058.25,0,110,145.3,1313.55,Churned,Competitor,Competitor had better devices
1450-SKCVI,Female,22,No,0,Del Mar,92014,32.948262,-117.256086,0,56,None,Yes,35.59,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0,0,1993.04,6085.89,Churned,Attitude,Attitude of support person
1452-KIOVK,Male,42,No,3,Los Angeles,90007,34.027337,-118.28515,0,22,Offer D,Yes,29.54,Yes,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1,1949.4,0,0,649.88,2599.28,Stayed,NULL,NULL
